# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr  4 08:09:49 2016
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Significant Secondary False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
93,3453214,K00802.01,,CANDIDATE,CANDIDATE,0,0,0,0,19.620347388,181.8818440,0.3365,1.98260,2.3905e+04,12.00,605.0,31.59,354.20,1,q1_q17_dr24_tce,5733.00,4.592,0.7700,293.816190,38.563568,15.562
94,3554600,K00803.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,7.544054750,171.7950500,1.4277,5.90600,3.9690e+02,39.76,836.0,115.30,16.20,2,q1_q17_dr24_tce,5648.00,4.566,0.8180,293.941160,38.601101,15.559
95,3641726,K00804.01,,CANDIDATE,CANDIDATE,0,0,0,0,9.029308900,177.2035100,0.0207,3.13230,1.1387e+03,2.72,757.0,77.75,52.50,1,q1_q17_dr24_tce,5349.00,4.526,0.8200,290.333620,38.728230,15.387
96,3734868,K00805.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.328033124,174.5812290,0.0241,7.78794,1.8932e+04,13.94,843.0,119.31,959.80,1,q1_q17_dr24_tce,5627.00,4.359,1.0240,287.696750,38.886452,15.646
97,3832474,K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,0,0,0,0,143.206351800,154.2350900,0.3889,8.97760,1.1637e+04,9.36,308.0,2.14,190.60,2,q1_q17_dr24_tce,5485.00,4.556,0.8670,285.283630,38.947281,15.403
98,8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,0,0,0,0,6.164916960,135.6374300,0.5416,3.22700,6.3700e+01,0.85,1035.0,271.63,14.60,4,q1_q17_dr24_tce,5881.00,4.388,1.0290,300.863980,44.337551,12.882
99,3832474,K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,0,0,0,0,60.324886110,243.8934680,0.2149,6.65600,2.2618e+04,12.88,411.0,6.77,480.80,1,q1_q17_dr24_tce,5485.00,4.556,0.8670,285.283630,38.947281,15.403
100,3832474,K00806.03,Kepler-30 b,CONFIRMED,CANDIDATE,0,0,0,0,29.159861500,150.6992200,0.3619,4.80300,4.8800e+02,1.91,524.0,17.85,11.60,,,5485.00,4.556,0.8670,285.283630,38.947281,15.403
101,3836375,K00807.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,1.540396006,170.5055000,1.3645,2.45160,1.2762e+03,40.15,1471.0,1105.68,58.10,1,q1_q17_dr24_tce,5663.00,4.530,0.9150,286.926390,38.921631,15.974
102,3838486,K00808.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,2.990257880,171.9838000,1.0077,7.31800,8.0030e+02,4.76,919.0,168.45,49.80,1,q1_q17_dr24_tce,4667.00,4.578,0.7310,287.748810,38.929550,15.842
103,3935914,K00809.01,,CANDIDATE,CANDIDATE,0,0,0,0,1.594745463,170.6483223,0.4694,1.95610,1.6505e+04,11.77,1540.0,1329.42,1054.00,1,q1_q17_dr24_tce,5934.00,4.491,0.8930,285.213810,39.027481,15.530
104,3940418,K00810.01,,CANDIDATE,CANDIDATE,0,0,0,0,4.783004510,170.5083520,0.5955,2.37880,1.0988e+03,2.76,886.0,145.48,76.10,1,q1_q17_dr24_tce,5170.00,4.574,0.8070,287.093990,39.060719,15.119
105,4049131,K00811.01,,CANDIDATE,CANDIDATE,0,0,0,0,20.505869780,181.4347400,0.2545,4.06020,2.3792e+03,3.62,518.0,17.06,91.50,1,q1_q17_dr24_tce,4905.00,4.544,0.7610,289.315430,39.153278,15.398
106,4139816,K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,0,0,0,0,3.340219950,171.9789850,0.6404,1.91450,1.8756e+03,2.18,635.0,38.42,70.60,1,q1_q17_dr24_tce,3887.00,4.783,0.4800,286.079130,39.278320,15.954
107,5287983,K00828.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,2.507089654,171.0023710,1.5567,1.99840,1.9006e+03,61.48,1326.0,730.47,84.00,1,q1_q17_dr24_tce,5926.00,4.506,0.9390,295.378050,40.493401,15.555
108,5358241,K00829.01,Kepler-53 b,CONFIRMED,CANDIDATE,0,0,0,0,18.649296780,174.7719100,0.1107,4.32270,9.3550e+02,2.90,700.0,56.90,46.70,1,q1_q17_dr24_tce,6079.00,4.495,0.9450,290.461760,40.562462,15.386
109,10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,0,0,0,0,4.901438070,138.6078300,0.7916,4.24620,1.3960e+02,1.84,1263.0,601.94,58.80,3,q1_q17_dr24_tce,5851.00,4.192,1.4110,297.028260,48.208611,12.487
110,5358241,K00829.02,Kepler-53 d,CONFIRMED,CANDIDATE,0,0,0,0,9.751931820,138.7865200,0.9349,4.57500,4.4060e+02,2.44,869.0,135.05,29.40,3,q1_q17_dr24_tce,6079.00,4.495,0.9450,290.461760,40.562462,15.386
111,5358241,K00829.03,Kepler-53 c,CONFIRMED,CANDIDATE,0,0,0,0,38.557591400,163.8522700,0.8798,5.60500,1.0584e+03,3.57,550.0,21.60,38.60,2,q1_q17_dr24_tce,6079.00,4.495,0.9450,290.461760,40.562462,15.386
112,5358624,K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,0,0,0,0,3.525632561,170.0479922,0.0023,2.61400,2.4046e+04,11.87,955.0,196.91,2112.10,1,q1_q17_dr24_tce,5071.00,4.580,0.7880,290.581730,40.577400,15.224
113,4544670,K00815.01,,CANDIDATE,CANDIDATE,0,0,0,0,34.843995660,172.6332090,0.9177,2.89540,4.7970e+03,7.49,511.0,16.10,69.10,1,q1_q17_dr24_tce,5509.00,4.482,0.8710,285.920010,39.624828,15.684
114,4664847,K00816.01,,CANDIDATE,CANDIDATE,0,0,0,0,7.748094374,174.9974310,0.3857,3.56310,2.6141e+03,5.56,958.0,198.70,112.50,1,q1_q17_dr24_tce,5918.00,4.431,1.0790,294.489900,39.771439,15.670
115,4725681,K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,0,0,0,0,23.967993200,186.2203600,0.3729,3.82600,1.3093e+03,1.85,325.0,2.62,30.60,1,q1_q17_dr24_tce,3750.00,4.755,0.5100,283.866390,39.898079,15.414
116,4725681,K00817.02,Kepler-236 b,CONFIRMED,CANDIDATE,0,0,0,0,8.295594310,135.7948800,0.3225,1.19720,8.9040e+02,1.53,462.0,10.80,19.20,2,q1_q17_dr24_tce,3750.00,4.755,0.5100,283.866390,39.898079,15.414
117,4913852,K00818.01,,CANDIDATE,CANDIDATE,0,0,0,0,8.114379000,176.3392500,0.0565,2.25800,1.7313e+03,2.14,466.0,11.19,58.30,1,q1_q17_dr24_tce,3721.00,4.738,0.5200,288.812010,40.033401,15.877
118,4932348,K00819.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,38.036730254,196.9349372,0.9572,5.40110,3.6765e+04,28.49,500.0,14.81,83.90,1,q1_q17_dr24_tce,5575.00,4.521,0.9320,294.147890,40.055538,15.472
119,4936180,K00820.01,,CANDIDATE,CANDIDATE,0,0,0,0,4.640933983,173.7205840,0.0910,1.68800,3.8990e+03,4.76,1155.0,421.08,345.70,1,q1_q17_dr24_tce,6463.00,4.500,0.8260,295.113710,40.071171,15.270
120,11913073,K00011.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,3.747839179,171.6648840,1.0751,5.11140,8.7170e+02,10.47,1031.0,266.76,200.60,1,q1_q17_dr24_tce,5514.00,4.569,0.8260,291.061520,50.265129,13.496
121,10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,0,0,0,0,14.749135180,138.7787800,0.6808,6.18870,4.2050e+02,3.07,875.0,138.71,107.20,1,q1_q17_dr24_tce,5851.00,4.192,1.4110,297.028260,48.208611,12.487
122,5021899,K00821.01,,CANDIDATE,CANDIDATE,0,0,0,0,21.812934940,174.0112900,0.0574,4.38910,1.3543e+03,3.62,639.0,39.33,38.60,1,q1_q17_dr24_tce,5601.00,4.410,0.9990,294.776860,40.153740,15.540
123,5077629,K00822.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.919369475,172.1810520,0.7173,3.32000,1.6882e+04,10.89,814.0,104.02,428.60,1,q1_q17_dr24_tce,5679.00,4.584,0.7780,283.538450,40.217999,15.805
124,5115978,K00823.01,,CANDIDATE,CANDIDATE,0,0,0,0,1.028436523,170.2285820,1.5734,1.86060,8.0980e+03,72.77,1947.0,3400.48,89.60,,,6228.00,4.428,0.9900,296.006990,40.295429,15.202
125,5164255,K00824.01,,CANDIDATE,CANDIDATE,0,0,0,0,15.375633320,173.6132880,0.6056,3.26730,1.8304e+04,10.45,576.0,26.08,168.50,1,q1_q17_dr24_tce,4985.00,4.549,0.7440,283.253540,40.358189,16.422
126,5252423,K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,0,0,0,0,8.103613630,176.9503400,0.3127,3.19700,1.0042e+03,2.27,688.0,52.82,40.80,1,q1_q17_dr24_tce,4861.00,4.574,0.7320,283.221410,40.421829,15.289
127,5252423,K00825.02,Kepler-237 b,CONFIRMED,CANDIDATE,0,0,0,0,4.715103650,134.9606600,0.0687,2.39000,4.5070e+02,1.50,824.0,108.84,21.20,2,q1_q17_dr24_tce,4861.00,4.574,0.7320,283.221410,40.421829,15.289
128,5272878,K00826.01,,CANDIDATE,CANDIDATE,0,0,0,0,6.365841612,171.1354300,0.5232,2.96970,8.4400e+02,2.54,917.0,166.88,72.80,1,q1_q17_dr24_tce,5787.00,4.553,0.8510,291.149510,40.420521,15.090
129,5283542,K00827.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,5.975818900,174.7763900,0.8841,2.76400,1.0480e+03,3.77,1047.0,284.25,50.00,1,q1_q17_dr24_tce,6108.00,4.471,0.9970,294.223970,40.417858,15.546
130,5649215,K00839.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,2.446737079,170.6695280,1.2784,4.68640,3.5421e+03,32.50,1255.0,586.20,315.40,1,q1_q17_dr24_tce,5751.00,4.552,0.8540,298.961120,40.862808,15.021
131,5651104,K00840.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.040330424,169.9490062,0.7264,1.83940,1.1405e+04,9.17,1021.0,257.29,682.40,1,q1_q17_dr24_tce,5035.00,4.519,0.7910,299.316100,40.822380,15.028
132,5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,0,0,0,0,15.335259120,174.0038970,0.1318,3.57480,3.4116e+03,4.94,630.0,37.16,96.70,2,q1_q17_dr24_tce,5325.00,4.558,0.8630,292.236760,41.085880,15.855
133,10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,0,0,0,0,7.958302160,137.7977700,0.1553,4.38400,5.8300e+01,1.07,1075.0,315.94,19.30,4,q1_q17_dr24_tce,5851.00,4.192,1.4110,297.028260,48.208611,12.487
134,5792202,K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,0,0,0,0,31.330506220,153.4293270,0.7923,5.22790,5.6793e+03,7.24,496.0,14.33,134.70,1,q1_q17_dr24_tce,5325.00,4.558,0.8630,292.236760,41.085880,15.855
135,5370302,K00831.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.904344085,173.3935248,0.6929,3.81770,1.7014e+04,12.51,1104.0,351.05,1332.80,1,q1_q17_dr24_tce,5810.00,4.526,0.8980,294.056760,40.549679,15.016
136,5372966,K00832.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,9.286358433,171.8215047,0.3351,3.61811,4.8838e+04,18.32,796.0,95.03,1895.90,1,q1_q17_dr24_tce,5670.00,4.523,0.8210,294.743960,40.533920,15.365
137,5376067,K00833.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.951403812,173.2766040,1.2752,2.19700,2.6840e+03,31.71,1132.0,388.71,117.60,1,q1_q17_dr24_tce,6046.00,4.539,0.8690,295.504390,40.505489,15.446
138,5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,0,0,0,0,23.653686210,171.3762920,0.0152,8.21640,3.5734e+03,5.71,625.0,36.16,261.00,1,q1_q17_dr24_tce,5858.00,4.495,0.9630,287.897130,40.637821,15.084
139,5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,0,0,0,0,13.233560080,140.3214700,0.0377,6.74390,5.0750e+02,2.15,759.0,78.47,41.00,2,q1_q17_dr24_tce,5858.00,4.495,0.9630,287.897130,40.637821,15.084
140,5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,0,0,0,0,6.155557560,134.8219000,0.8067,5.08600,3.0710e+02,1.88,980.0,217.72,33.70,3,q1_q17_dr24_tce,5858.00,4.495,0.9630,287.897130,40.637821,15.084
141,5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,0,0,0,0,2.090815650,134.1727400,0.2163,3.37500,1.1970e+02,1.05,1404.0,919.65,19.70,4,q1_q17_dr24_tce,5858.00,4.495,0.9630,287.897130,40.637821,15.084
142,10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,0,0,0,0,3.180024635,133.4990100,0.2651,3.56690,1.2190e+02,1.55,1460.0,1073.75,55.50,2,q1_q17_dr24_tce,5851.00,4.192,1.4110,297.028260,48.208611,12.487
143,5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,0,0,0,0,50.447315600,178.4930000,0.7704,7.43900,4.1680e+02,2.15,486.0,13.17,24.20,5,q1_q17_dr24_tce,5858.00,4.495,0.9630,287.897130,40.637821,15.084
144,5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,0,0,0,0,11.763059460,180.9367200,0.0197,2.90270,1.0992e+03,2.36,614.0,33.63,48.10,1,q1_q17_dr24_tce,4980.00,4.608,0.7340,294.202150,40.663410,15.208
145,5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,0,0,0,0,56.227969700,132.2907800,0.1221,3.37200,9.4510e+02,2.19,365.0,4.18,22.00,2,q1_q17_dr24_tce,4980.00,4.608,0.7340,294.202150,40.663410,15.208
146,5481416,K00836.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,2.384050548,171.5842100,1.2033,3.16600,1.4562e+03,19.18,1009.0,244.87,52.10,1,q1_q17_dr24_tce,4794.00,4.580,0.7010,299.642850,40.691238,15.836
147,5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,0,0,0,0,7.953557170,174.6612800,0.0177,2.62870,9.6160e+02,2.30,712.0,60.67,42.80,1,q1_q17_dr24_tce,4988.00,4.586,0.7660,291.158780,40.750271,15.660
148,5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,0,0,0,0,4.144517760,135.9289100,0.2720,2.36830,4.2120e+02,1.54,884.0,144.68,22.60,2,q1_q17_dr24_tce,4988.00,4.586,0.7660,291.158780,40.750271,15.660
149,5534814,K00838.01,,CANDIDATE,CANDIDATE,0,0,0,0,4.859386668,173.0113770,1.2020,2.27367,6.5395e+03,32.95,1110.0,359.20,318.20,1,q1_q17_dr24_tce,6061.00,4.471,0.9830,292.214360,40.759762,15.311
150,6291653,K00850.01,,CANDIDATE,CANDIDATE,0,0,0,0,10.526294063,176.5225030,0.6269,2.52120,1.0500e+04,8.50,713.0,61.16,476.60,1,q1_q17_dr24_tce,5386.00,4.553,0.7930,293.878110,41.661770,15.305
151,6392727,K00851.01,,CANDIDATE,CANDIDATE,0,0,0,0,4.583521756,169.9738230,0.0383,2.71500,4.2475e+03,5.69,1039.0,274.98,233.70,1,q1_q17_dr24_tce,5815.00,4.540,0.8770,299.186860,41.742680,15.287
152,6422070,K00852.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.761821150,171.9037100,0.8793,3.39060,5.4000e+02,2.59,1120.0,372.62,35.40,1,q1_q17_dr24_tce,5653.00,4.472,0.9490,283.316380,41.837120,15.257
153,6428700,K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,0,0,0,0,8.203968700,169.6906900,0.8007,2.94780,1.0783e+03,3.04,742.0,71.50,58.70,1,q1_q17_dr24_tce,5015.00,4.499,0.8260,286.565700,41.808399,15.376
154,6428700,K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,0,0,0,0,14.496435310,143.4151800,0.9505,3.86200,6.5710e+02,2.82,613.0,33.48,28.90,2,q1_q17_dr24_tce,5015.00,4.499,0.8260,286.565700,41.808399,15.376
155,5792202,K00841.03,,CANDIDATE,CANDIDATE,0,0,0,0,6.546260580,133.8587100,0.8525,2.99300,8.0300e+02,2.83,836.0,115.56,32.30,3,q1_q17_dr24_tce,5325.00,4.558,0.8630,292.236760,41.085880,15.855
156,5794379,K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,0,0,0,0,12.718103170,175.3551500,0.2785,3.06280,1.2334e+03,2.35,562.0,23.60,52.30,1,q1_q17_dr24_tce,4702.00,4.592,0.6860,292.913120,41.060921,15.389
157,5794379,K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,0,0,0,0,36.065879160,198.5833400,0.1805,4.30080,1.6606e+03,2.71,397.0,5.88,52.10,2,q1_q17_dr24_tce,4702.00,4.592,0.6860,292.913120,41.060921,15.389
158,5881688,K00843.01,,CANDIDATE,CANDIDATE,0,0,0,0,4.190425575,171.4412490,0.2104,2.84030,3.1663e+03,6.73,1265.0,605.98,240.10,1,q1_q17_dr24_tce,6067.00,4.347,1.1960,293.496610,41.137589,15.270
159,6022556,K00844.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.709870645,171.9878610,0.1237,3.10000,2.2212e+03,3.96,1056.0,294.23,115.10,1,q1_q17_dr24_tce,5576.00,4.556,0.8520,283.864410,41.346458,15.581
160,6032497,K00845.01,,CANDIDATE,CANDIDATE,0,0,0,0,16.329762180,177.2951100,0.8175,6.37300,1.3048e+03,3.97,725.0,65.19,76.60,1,q1_q17_dr24_tce,5870.00,4.447,0.9830,288.510010,41.301769,15.447
161,6061119,K00846.01,,CANDIDATE,CANDIDATE,0,0,0,0,27.807562927,186.7135320,0.7679,4.20580,2.7607e+04,14.46,557.0,22.70,749.50,1,q1_q17_dr24_tce,5864.00,4.575,0.7910,296.888210,41.396091,15.482
162,6191521,K00847.01,,CANDIDATE,CANDIDATE,0,0,0,0,80.872063900,203.8969600,0.5458,11.11400,3.5922e+03,4.73,376.0,4.74,135.30,1,q1_q17_dr24_tce,5665.00,4.563,0.7640,287.154300,41.565788,15.201
163,6267425,K00848.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,3.166464930,172.0023920,1.2657,3.12760,5.5190e+03,27.75,955.0,196.31,192.90,1,q1_q17_dr24_tce,4968.00,4.575,0.7040,284.869290,41.679192,15.999
164,3531558,K00118.01,,CANDIDATE,CANDIDATE,0,0,0,0,24.993241930,138.6823800,0.4885,5.90830,2.7240e+02,2.28,719.0,63.24,61.40,1,q1_q17_dr24_tce,5747.00,4.182,1.3570,287.362790,38.649601,12.377
165,6276477,K00849.01,,CANDIDATE,CANDIDATE,0,0,0,0,10.355331770,170.9368500,0.8896,3.42760,7.9710e+02,3.09,777.0,86.22,52.00,1,q1_q17_dr24_tce,5501.00,4.462,0.9180,288.994200,41.633282,15.018
166,6863998,K00867.01,,CANDIDATE,CANDIDATE,0,0,0,0,16.085249540,180.2807800,0.1067,3.56550,1.5586e+03,3.19,613.0,33.43,69.40,1,q1_q17_dr24_tce,5239.00,4.523,0.8260,292.105190,42.380322,15.219
167,6867155,K00868.01,,CANDIDATE,CANDIDATE,0,0,0,0,235.998020600,208.4013000,0.8123,8.32550,2.1802e+04,8.88,157.0,0.14,324.30,1,q1_q17_dr24_tce,3822.00,4.730,0.5300,293.007970,42.307201,15.172
168,6948054,K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,0,0,0,0,7.490172290,174.9510400,0.0643,2.75760,1.2124e+03,2.98,821.0,107.48,60.10,1,q1_q17_dr24_tce,5257.00,4.460,0.8740,291.638980,42.436321,15.599
169,6948054,K00869.02,Kepler-245 d,CONFIRMED,CANDIDATE,0,0,0,0,36.275946570,201.2917900,0.1148,4.67010,1.6769e+03,3.50,485.0,13.12,50.80,2,q1_q17_dr24_tce,5257.00,4.460,0.8740,291.638980,42.436321,15.599
170,6948054,K00869.03,Kepler-245 c,CONFIRMED,CANDIDATE,0,0,0,0,17.460852630,137.2668700,0.1153,2.25610,8.7500e+02,2.53,619.0,34.79,26.30,3,q1_q17_dr24_tce,5257.00,4.460,0.8740,291.638980,42.436321,15.599
171,6435936,K00854.01,,CANDIDATE,CANDIDATE,0,0,0,0,56.056053800,201.1656100,0.0178,4.59500,1.8099e+03,1.96,229.0,0.64,30.60,1,q1_q17_dr24_tce,3593.00,4.784,0.4700,289.508480,41.812119,15.849
172,6522242,K00855.01,,CANDIDATE,CANDIDATE,0,0,0,0,41.408313475,195.7874450,0.3253,5.02300,2.4391e+04,11.71,453.0,9.93,919.40,1,q1_q17_dr24_tce,5522.00,4.586,0.7470,291.760410,41.944069,15.196
173,6526710,K00856.01,,CANDIDATE,CANDIDATE,0,0,0,0,39.748940100,172.8545650,0.8782,7.30530,1.6070e+04,14.57,552.0,21.87,577.80,1,q1_q17_dr24_tce,6122.00,4.487,0.9640,293.179290,41.969238,15.344
174,6587280,K00857.01,Kepler-243 b,CONFIRMED,CANDIDATE,0,0,0,0,5.715424850,174.8798100,0.0384,2.52480,9.8750e+02,2.48,842.0,118.57,56.00,1,q1_q17_dr24_tce,5228.00,4.585,0.8110,285.110470,42.033958,15.086
175,9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,0,0,0,0,49.183949220,141.9118780,0.4118,11.37710,1.6457e+03,8.97,706.0,58.63,341.40,1,q1_q17_dr24_tce,5854.00,3.900,2.1920,294.559170,46.062328,12.654
176,6587280,K00857.02,Kepler-243 c,CONFIRMED,CANDIDATE,0,0,0,0,20.026231000,146.9084900,0.1414,1.17000,4.7320e+02,1.73,554.0,22.24,17.00,2,q1_q17_dr24_tce,5228.00,4.585,0.8110,285.110470,42.033958,15.086
177,6599919,K00858.01,,CANDIDATE,CANDIDATE,0,0,0,0,13.610148282,173.9873090,1.0172,2.57880,6.1485e+03,14.40,733.0,68.29,239.20,1,q1_q17_dr24_tce,5697.00,4.460,0.9030,289.897770,42.009151,15.060
178,6675056,K00859.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,10.443301790,175.4054700,1.0809,3.87600,1.3120e+03,11.71,668.0,46.94,52.50,1,q1_q17_dr24_tce,4947.00,4.516,0.8020,286.243560,42.148811,15.546
179,6685526,K00861.01,,CANDIDATE,CANDIDATE,0,0,0,0,2.237492751,170.8174500,0.1030,1.82410,3.3090e+02,1.35,1129.0,384.08,34.90,1,q1_q17_dr24_tce,5228.00,4.600,0.7550,290.007570,42.116459,15.001
180,6756669,K00862.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.851520571,173.8228300,0.0107,3.11302,3.6460e+04,15.30,901.0,155.89,1981.00,1,q1_q17_dr24_tce,5532.00,4.530,0.8060,284.087310,42.233231,15.330
181,6784235,K00863.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.167891938,172.1485860,0.4268,2.18750,9.0060e+02,2.87,1221.0,526.23,65.10,1,q1_q17_dr24_tce,5895.00,4.503,0.9400,293.816470,42.212502,15.533
182,6849310,K00864.01,Kepler-244 b,CONFIRMED,CANDIDATE,0,0,0,0,4.311779906,173.5765580,0.4187,2.72120,1.2555e+03,2.87,986.0,223.51,88.20,1,q1_q17_dr24_tce,5565.00,4.574,0.8020,287.242680,42.301369,15.604
183,6849310,K00864.02,Kepler-244 d,CONFIRMED,CANDIDATE,0,0,0,0,20.050401570,188.0884700,0.8352,4.82600,9.3020e+02,2.78,591.0,28.78,37.80,2,q1_q17_dr24_tce,5565.00,4.574,0.8020,287.242680,42.301369,15.604
184,6849310,K00864.03,Kepler-244 c,CONFIRMED,CANDIDATE,0,0,0,0,9.767343650,186.5782000,0.3397,1.46210,6.1700e+02,2.00,751.0,75.17,20.60,3,q1_q17_dr24_tce,5565.00,4.574,0.8020,287.242680,42.301369,15.604
185,6862328,K00865.01,,CANDIDATE,CANDIDATE,0,0,0,0,119.020625100,222.2366850,0.1968,8.11920,7.6357e+03,7.58,348.0,3.49,229.30,1,q1_q17_dr24_tce,5796.00,4.544,0.8710,291.583770,42.368160,15.085
186,9471974,K00119.02,Kepler-108 c,CONFIRMED,CANDIDATE,0,0,0,0,190.321656400,312.6756000,0.8046,15.23400,1.1175e+03,8.15,449.0,9.65,141.80,2,q1_q17_dr24_tce,5854.00,3.900,2.1920,294.559170,46.062328,12.654
187,6862603,K00866.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,2.861161193,171.6479620,0.8628,1.59400,1.1838e+03,4.05,1355.0,797.10,66.00,1,q1_q17_dr24_tce,6126.00,4.458,1.0210,291.671720,42.343109,15.618
188,7366258,K00880.01,Kepler-82 b,CONFIRMED,CANDIDATE,0,0,0,0,26.444354560,194.1214800,0.8404,4.35600,1.9861e+03,4.70,588.0,28.33,86.20,2,q1_q17_dr24_tce,5739.00,4.488,0.9280,292.873380,42.966141,15.158
189,7366258,K00880.02,Kepler-82 c,CONFIRMED,CANDIDATE,0,0,0,0,51.539985420,174.0553550,0.6486,6.69500,3.9236e+03,6.11,471.0,11.63,160.30,1,q1_q17_dr24_tce,5739.00,4.488,0.9280,292.873380,42.966141,15.158
190,7366258,K00880.03,Kepler-82 e,CONFIRMED,CANDIDATE,0,0,0,0,5.902246921,136.7836500,0.0075,2.87010,7.7190e+02,2.55,970.0,209.32,59.50,3,q1_q17_dr24_tce,5739.00,4.488,0.9280,292.873380,42.966141,15.158
191,7366258,K00880.04,Kepler-82 d,CONFIRMED,CANDIDATE,0,0,0,0,2.382952186,135.0806600,0.1437,2.06770,3.6900e+02,1.77,1313.0,702.44,38.00,4,q1_q17_dr24_tce,5739.00,4.488,0.9280,292.873380,42.966141,15.158
