rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
138,5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,23.65368621,171.376292,0.0152,8.2164,3.57E+03,5.71,625,36.16,261,5858,4.495,0.963,287.89713,40.637821,15.084
139,5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,13.23356008,140.32147,0.0377,6.7439,5.08E+02,2.15,759,78.47,41,5858,4.495,0.963,287.89713,40.637821,15.084
140,5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,6.15555756,134.8219,0.8067,5.086,3.07E+02,1.88,980,217.72,33.7,5858,4.495,0.963,287.89713,40.637821,15.084
141,5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,2.09081565,134.17274,0.2163,3.375,1.20E+02,1.05,1404,919.65,19.7,5858,4.495,0.963,287.89713,40.637821,15.084
142,10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,3.180024635,133.49901,0.2651,3.5669,1.22E+02,1.55,1460,1073.75,55.5,5851,4.192,1.411,297.02826,48.208611,12.487
143,5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,50.4473156,178.493,0.7704,7.439,4.17E+02,2.15,486,13.17,24.2,5858,4.495,0.963,287.89713,40.637821,15.084
144,5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,11.76305946,180.93672,0.0197,2.9027,1.10E+03,2.36,614,33.63,48.1,4980,4.608,0.734,294.20215,40.66341,15.208
145,5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,56.2279697,132.29078,0.1221,3.372,9.45E+02,2.19,365,4.18,22,4980,4.608,0.734,294.20215,40.66341,15.208
146,5481416,K00836.01,,FALSE POSITIVE,FALSE POSITIVE,2.384050548,171.58421,1.2033,3.166,1.46E+03,19.18,1009,244.87,52.1,4794,4.58,0.701,299.64285,40.691238,15.836
147,5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,7.95355717,174.66128,0.0177,2.6287,9.62E+02,2.3,712,60.67,42.8,4988,4.586,0.766,291.15878,40.750271,15.66
148,5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,4.14451776,135.92891,0.272,2.3683,4.21E+02,1.54,884,144.68,22.6,4988,4.586,0.766,291.15878,40.750271,15.66
149,5534814,K00838.01,,CANDIDATE,CANDIDATE,4.859386668,173.011377,1.202,2.27367,6.54E+03,32.95,1110,359.2,318.2,6061,4.471,0.983,292.21436,40.759762,15.311
150,6291653,K00850.01,,CANDIDATE,CANDIDATE,10.52629406,176.522503,0.6269,2.5212,1.05E+04,8.5,713,61.16,476.6,5386,4.553,0.793,293.87811,41.66177,15.305
151,6392727,K00851.01,,CANDIDATE,CANDIDATE,4.583521756,169.973823,0.0383,2.715,4.25E+03,5.69,1039,274.98,233.7,5815,4.54,0.877,299.18686,41.74268,15.287
152,6422070,K00852.01,,CANDIDATE,CANDIDATE,3.76182115,171.90371,0.8793,3.3906,5.40E+02,2.59,1120,372.62,35.4,5653,4.472,0.949,283.31638,41.83712,15.257
153,6428700,K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,8.2039687,169.69069,0.8007,2.9478,1.08E+03,3.04,742,71.5,58.7,5015,4.499,0.826,286.5657,41.808399,15.376
154,6428700,K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,14.49643531,143.41518,0.9505,3.862,6.57E+02,2.82,613,33.48,28.9,5015,4.499,0.826,286.5657,41.808399,15.376
155,5792202,K00841.03,,CANDIDATE,CANDIDATE,6.54626058,133.85871,0.8525,2.993,8.03E+02,2.83,836,115.56,32.3,5325,4.558,0.863,292.23676,41.08588,15.855
156,5794379,K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,12.71810317,175.35515,0.2785,3.0628,1.23E+03,2.35,562,23.6,52.3,4702,4.592,0.686,292.91312,41.060921,15.389
157,5794379,K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,36.06587916,198.58334,0.1805,4.3008,1.66E+03,2.71,397,5.88,52.1,4702,4.592,0.686,292.91312,41.060921,15.389
158,5881688,K00843.01,,CANDIDATE,CANDIDATE,4.190425575,171.441249,0.2104,2.8403,3.17E+03,6.73,1265,605.98,240.1,6067,4.347,1.196,293.49661,41.137589,15.27
159,6022556,K00844.01,,CANDIDATE,CANDIDATE,3.709870645,171.987861,0.1237,3.1,2.22E+03,3.96,1056,294.23,115.1,5576,4.556,0.852,283.86441,41.346458,15.581
160,6032497,K00845.01,,CANDIDATE,CANDIDATE,16.32976218,177.29511,0.8175,6.373,1.30E+03,3.97,725,65.19,76.6,5870,4.447,0.983,288.51001,41.301769,15.447
161,6061119,K00846.01,,CANDIDATE,CANDIDATE,27.80756293,186.713532,0.7679,4.2058,2.76E+04,14.46,557,22.7,749.5,5864,4.575,0.791,296.88821,41.396091,15.482
162,6191521,K00847.01,,CANDIDATE,CANDIDATE,80.8720639,203.89696,0.5458,11.114,3.59E+03,4.73,376,4.74,135.3,5665,4.563,0.764,287.1543,41.565788,15.201
163,6267425,K00848.01,,FALSE POSITIVE,FALSE POSITIVE,3.16646493,172.002392,1.2657,3.1276,5.52E+03,27.75,955,196.31,192.9,4968,4.575,0.704,284.86929,41.679192,15.999
164,3531558,K00118.01,,CANDIDATE,CANDIDATE,24.99324193,138.68238,0.4885,5.9083,2.72E+02,2.28,719,63.24,61.4,5747,4.182,1.357,287.36279,38.649601,12.377
165,6276477,K00849.01,,CANDIDATE,CANDIDATE,10.35533177,170.93685,0.8896,3.4276,7.97E+02,3.09,777,86.22,52,5501,4.462,0.918,288.9942,41.633282,15.018
166,6863998,K00867.01,,CANDIDATE,CANDIDATE,16.08524954,180.28078,0.1067,3.5655,1.56E+03,3.19,613,33.43,69.4,5239,4.523,0.826,292.10519,42.380322,15.219
167,6867155,K00868.01,,CANDIDATE,CANDIDATE,235.9980206,208.4013,0.8123,8.3255,2.18E+04,8.88,157,0.14,324.3,3822,4.73,0.53,293.00797,42.307201,15.172
168,6948054,K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,7.49017229,174.95104,0.0643,2.7576,1.21E+03,2.98,821,107.48,60.1,5257,4.46,0.874,291.63898,42.436321,15.599
169,6948054,K00869.02,Kepler-245 d,CONFIRMED,CANDIDATE,36.27594657,201.29179,0.1148,4.6701,1.68E+03,3.5,485,13.12,50.8,5257,4.46,0.874,291.63898,42.436321,15.599
170,6948054,K00869.03,Kepler-245 c,CONFIRMED,CANDIDATE,17.46085263,137.26687,0.1153,2.2561,8.75E+02,2.53,619,34.79,26.3,5257,4.46,0.874,291.63898,42.436321,15.599
171,6435936,K00854.01,,CANDIDATE,CANDIDATE,56.0560538,201.16561,0.0178,4.595,1.81E+03,1.96,229,0.64,30.6,3593,4.784,0.47,289.50848,41.812119,15.849
172,6522242,K00855.01,,CANDIDATE,CANDIDATE,41.40831348,195.787445,0.3253,5.023,2.44E+04,11.71,453,9.93,919.4,5522,4.586,0.747,291.76041,41.944069,15.196
173,6526710,K00856.01,,CANDIDATE,CANDIDATE,39.7489401,172.854565,0.8782,7.3053,1.61E+04,14.57,552,21.87,577.8,6122,4.487,0.964,293.17929,41.969238,15.344
174,6587280,K00857.01,Kepler-243 b,CONFIRMED,CANDIDATE,5.71542485,174.87981,0.0384,2.5248,9.88E+02,2.48,842,118.57,56,5228,4.585,0.811,285.11047,42.033958,15.086
175,9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,49.18394922,141.911878,0.4118,11.3771,1.65E+03,8.97,706,58.63,341.4,5854,3.9,2.192,294.55917,46.062328,12.654
176,6587280,K00857.02,Kepler-243 c,CONFIRMED,CANDIDATE,20.026231,146.90849,0.1414,1.17,4.73E+02,1.73,554,22.24,17,5228,4.585,0.811,285.11047,42.033958,15.086
177,6599919,K00858.01,,CANDIDATE,CANDIDATE,13.61014828,173.987309,1.0172,2.5788,6.15E+03,14.4,733,68.29,239.2,5697,4.46,0.903,289.89777,42.009151,15.06
178,6675056,K00859.01,,FALSE POSITIVE,FALSE POSITIVE,10.44330179,175.40547,1.0809,3.876,1.31E+03,11.71,668,46.94,52.5,4947,4.516,0.802,286.24356,42.148811,15.546
179,6685526,K00861.01,,CANDIDATE,CANDIDATE,2.237492751,170.81745,0.103,1.8241,3.31E+02,1.35,1129,384.08,34.9,5228,4.6,0.755,290.00757,42.116459,15.001
180,6756669,K00862.01,,FALSE POSITIVE,FALSE POSITIVE,5.851520571,173.82283,0.0107,3.11302,3.65E+04,15.3,901,155.89,1981,5532,4.53,0.806,284.08731,42.233231,15.33
181,6784235,K00863.01,,CANDIDATE,CANDIDATE,3.167891938,172.148586,0.4268,2.1875,9.01E+02,2.87,1221,526.23,65.1,5895,4.503,0.94,293.81647,42.212502,15.533
182,6849310,K00864.01,Kepler-244 b,CONFIRMED,CANDIDATE,4.311779906,173.576558,0.4187,2.7212,1.26E+03,2.87,986,223.51,88.2,5565,4.574,0.802,287.24268,42.301369,15.604
183,6849310,K00864.02,Kepler-244 d,CONFIRMED,CANDIDATE,20.05040157,188.08847,0.8352,4.826,9.30E+02,2.78,591,28.78,37.8,5565,4.574,0.802,287.24268,42.301369,15.604
184,6849310,K00864.03,Kepler-244 c,CONFIRMED,CANDIDATE,9.76734365,186.5782,0.3397,1.4621,6.17E+02,2,751,75.17,20.6,5565,4.574,0.802,287.24268,42.301369,15.604
185,6862328,K00865.01,,CANDIDATE,CANDIDATE,119.0206251,222.236685,0.1968,8.1192,7.64E+03,7.58,348,3.49,229.3,5796,4.544,0.871,291.58377,42.36816,15.085
186,9471974,K00119.02,Kepler-108 c,CONFIRMED,CANDIDATE,190.3216564,312.6756,0.8046,15.234,1.12E+03,8.15,449,9.65,141.8,5854,3.9,2.192,294.55917,46.062328,12.654
187,6862603,K00866.01,,FALSE POSITIVE,FALSE POSITIVE,2.861161193,171.647962,0.8628,1.594,1.18E+03,4.05,1355,797.1,66,6126,4.458,1.021,291.67172,42.343109,15.618
188,7366258,K00880.01,Kepler-82 b,CONFIRMED,CANDIDATE,26.44435456,194.12148,0.8404,4.356,1.99E+03,4.7,588,28.33,86.2,5739,4.488,0.928,292.87338,42.966141,15.158
189,7366258,K00880.02,Kepler-82 c,CONFIRMED,CANDIDATE,51.53998542,174.055355,0.6486,6.695,3.92E+03,6.11,471,11.63,160.3,5739,4.488,0.928,292.87338,42.966141,15.158
190,7366258,K00880.03,Kepler-82 e,CONFIRMED,CANDIDATE,5.902246921,136.78365,0.0075,2.8701,7.72E+02,2.55,970,209.32,59.5,5739,4.488,0.928,292.87338,42.966141,15.158
191,7366258,K00880.04,Kepler-82 d,CONFIRMED,CANDIDATE,2.382952186,135.08066,0.1437,2.0677,3.69E+02,1.77,1313,702.44,38,5739,4.488,0.928,292.87338,42.966141,15.158
192,7373451,K00881.01,,CANDIDATE,CANDIDATE,21.02247699,207.67707,0.0064,4.0906,1.95E+03,3.12,539,19.93,59.5,5330,4.612,0.718,294.90973,42.935261,15.859
193,6948054,K00869.04,,CANDIDATE,CANDIDATE,3.219821056,133.0031,0.0676,2.1157,5.04E+02,1.92,1088,331.28,33.5,5257,4.46,0.874,291.63898,42.436321,15.599
194,6949607,K00870.01,Kepler-28 b,CONFIRMED,CANDIDATE,5.912268297,172.18429,0.6052,2.4234,1.06E+03,1.92,585,27.72,76.4,4072,4.697,0.57,292.13702,42.42942,15.036
195,6949607,K00870.02,Kepler-28 c,CONFIRMED,CANDIDATE,8.98584768,175.68273,0.801,3.028,9.05E+02,1.94,509,15.86,58.4,4072,4.697,0.57,292.13702,42.42942,15.036
196,7031517,K00871.01,,CANDIDATE,CANDIDATE,12.94066911,179.4230039,0.877,2.49202,4.52E+04,22.57,715,61.83,1141,5834,4.577,0.797,291.11969,42.507069,15.215
197,11869052,K00120.01,,CANDIDATE,CANDIDATE,20.54552799,137.9141,1.2063,2.0242,5.39E+02,31.09,732,67.93,57,5667,4.227,1.231,294.40192,50.172089,12.003
198,7109675,K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,33.60122066,186.680435,0.7084,4.4539,7.86E+03,8.83,495,14.22,245.7,5149,4.447,0.93,289.26874,42.604172,15.262
199,7109675,K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,6.76652078,138.06365,0.5891,2.9869,5.12E+02,2.17,845,120.48,25.1,5149,4.447,0.93,289.26874,42.604172,15.262
200,7118364,K00873.01,,CANDIDATE,CANDIDATE,4.347285527,172.23404,0.2089,2.0739,4.51E+02,1.6,985,222.28,39.5,5666,4.591,0.756,291.96417,42.69614,15.024
201,7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,4.601816855,169.979989,0.5619,2.2537,8.12E+02,2.37,906,159.41,66.1,5202,4.567,0.811,296.48343,42.663429,15.024
202,7134976,K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,11.18714042,137.18205,0.4033,3.207,3.70E+02,1.56,674,48.78,23.2,5202,4.567,0.811,296.48343,42.663429,15.024
203,7135852,K00875.01,,CANDIDATE,CANDIDATE,4.220967148,170.622323,0.7126,3.0978,2.47E+03,2.76,600,30.63,162.9,3861,4.746,0.52,296.69394,42.62611,15.692
204,7270230,K00876.01,,FALSE POSITIVE,FALSE POSITIVE,6.998098053,171.8990743,27.2334,2.04921,2.23E+04,2382.26,855,126.24,552,5614,4.561,0.827,287.88412,42.832439,15.877
205,7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,5.954897293,170.956032,0.0036,2.3691,1.51E+03,1.98,541,20.31,108.6,3896,4.738,0.52,293.63696,42.82497,15.019
206,7287995,K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,12.03991407,181.224531,0.2331,2.6532,1.32E+03,1.87,428,7.96,70.5,3896,4.738,0.52,293.63696,42.82497,15.019
207,7287995,K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,20.83766355,132.08495,0.0109,2.5251,3.98E+02,1.02,357,3.83,16.2,3896,4.738,0.52,293.63696,42.82497,15.019
208,3247396,K00121.01,,FALSE POSITIVE,FALSE POSITIVE,8.81109177,136.45753,1.7155,5.101,4.23E+02,191.95,1399,904.92,74,6200,3.8,2.404,294.46088,38.383461,12.759
209,7303253,K00878.01,,CANDIDATE,CANDIDATE,23.58914398,173.82112,0.8929,4.7592,1.23E+03,3.07,487,13.34,47.1,4919,4.566,0.721,297.46002,42.83992,15.316
210,5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,6.481628092,122.978197,0.1459,3.649,3.02E+02,2.29,1150,412.93,134.9,5952,4.212,1.323,290.39273,40.28487,12.365
211,7678434,K00892.01,,CANDIDATE,CANDIDATE,10.37168453,172.61796,0.505,3.0479,1.34E+03,2.79,669,47.36,79.1,5174,4.604,0.751,290.39322,43.363899,15.193
212,7678434,K00892.02,,CANDIDATE,CANDIDATE,3.96994893,137.75741,0.115,1.1857,3.45E+02,1.37,921,170.21,16.7,5174,4.604,0.751,290.39322,43.363899,15.193
213,7685981,K00893.01,,CANDIDATE,CANDIDATE,4.40840023,172.1893,0.8642,4.933,6.13E+02,2.73,1139,398,47,6007,4.457,0.961,292.96555,43.34639,15.662
214,7708215,K00894.01,,FALSE POSITIVE,FALSE POSITIVE,7.94261327,174.52402,0.9229,6.618,1.45E+03,4.34,878,140.57,103.4,5811,4.521,0.926,299.00143,43.399632,15.26
215,7373451,K00881.02,,CANDIDATE,CANDIDATE,226.89047,207.36031,0.7281,7.525,3.36E+03,4.48,244,0.84,55.3,5330,4.612,0.718,294.90973,42.935261,15.859
216,7377033,K00882.01,,CANDIDATE,CANDIDATE,1.956810785,170.6945127,0.9383,2.16292,2.71E+04,14.81,1109,357.16,771.1,5209,4.657,0.603,295.83536,42.943062,15.533
217,7380537,K00883.01,,CANDIDATE,CANDIDATE,2.688899317,170.1020663,0.0104,2.12708,3.93E+04,12.39,929,176.34,2003.4,4809,4.663,0.643,296.68307,42.967869,15.766
218,7434875,K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,9.439460801,177.185877,0.1676,2.9121,3.17E+03,4.34,690,53.44,186.7,5094,4.589,0.791,288.64252,43.039291,15.067
219,8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,11.52306995,131.969056,0.0576,3.8853,5.05E+02,3.13,934,179.56,149.7,5699,4.171,1.415,284.48245,44.398041,12.346
220,7434875,K00884.02,Kepler-247 d,CONFIRMED,CANDIDATE,20.47735749,178.673896,0.8596,3.538,2.90E+03,5,533,19.02,110.8,5094,4.589,0.791,288.64252,43.039291,15.067
221,7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,3.336125104,135.31728,0.0378,2.1203,4.59E+02,1.65,975,213.75,40.9,5094,4.589,0.791,288.64252,43.039291,15.067
222,7455287,K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,8.01081478,170.20432,0.9461,3.229,1.48E+03,2.33,453,9.98,49.3,3726,4.784,0.47,294.77393,43.056301,15.847
223,7455287,K00886.02,Kepler-54 c,CONFIRMED,CANDIDATE,12.07135949,143.45858,0.6377,4.7364,7.30E+02,1.33,395,5.78,28.3,3726,4.784,0.47,294.77393,43.056301,15.847
224,7455287,K00886.03,Kepler-54 d,CONFIRMED,CANDIDATE,20.99589959,152.31382,0.0474,2.8099,8.70E+02,1.38,329,2.76,19.5,3726,4.784,0.47,294.77393,43.056301,15.847
225,7458762,K00887.01,,CANDIDATE,CANDIDATE,7.411141,175.34658,0.0062,2.4852,6.48E+02,2.33,904,158.11,49.3,5849,4.517,0.919,295.65149,43.029831,15.031
226,7552344,K00888.01,,FALSE POSITIVE,FALSE POSITIVE,1.000747151,169.974168,2.8081,1.2003,2.00E+03,159.36,1622,1635.2,149.4,5472,4.499,0.79,297.97513,43.164909,15.419
227,757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,8.88492268,169.991758,0.0519,2.07864,1.77E+04,11.02,770,83.21,505.3,5332,4.5,0.843,291.1376,36.577381,15.264
228,7585481,K00890.01,,CANDIDATE,CANDIDATE,8.098887986,176.623889,0.054,4.21479,7.43E+03,9.19,976,214.28,436.5,6167,4.444,1.064,282.69952,43.272739,15.261
229,7663691,K00891.01,,CANDIDATE,CANDIDATE,10.00652995,176.9688,0.8226,5.218,1.02E+03,3.57,876,139.21,70.7,6063,4.47,1.001,283.63077,43.379398,15.063
230,5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,17.8552197,146.596388,0.0009,7.42939,9.15E+03,14.63,942,186.24,1034.5,6635,4.193,1.516,297.45374,41.01099,11.353
231,8013419,K00901.01,,CANDIDATE,CANDIDATE,12.73262389,176.93918,0.7927,2.1938,7.04E+03,5.03,431,8.16,207.3,3945,4.721,0.54,285.16748,43.876339,15.75
232,8018547,K00902.01,,CANDIDATE,CANDIDATE,83.9250821,236.76168,0.6498,6.84,8.89E+03,5.05,226,0.62,172.5,3960,4.747,0.51,287.85239,43.897991,15.754
233,8039892,K00903.01,,CANDIDATE,CANDIDATE,5.007317779,173.433852,0.1735,4.2223,7.63E+03,7.3,1001,237.33,471.9,5861,4.557,0.835,295.53613,43.884449,15.813
234,8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,2.211122847,170.14893,0.1412,1.746,6.62E+02,1.64,952,193.76,41.4,4505,4.61,0.658,285.16833,44.026459,15.791
235,8150320,K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,27.9537959,178.75202,0.9763,6.485,1.04E+03,3.35,409,6.58,29.3,4505,4.61,0.658,285.16833,44.026459,15.791
236,11086270,K00124.01,Kepler-110 b,CONFIRMED,FALSE POSITIVE,12.69105209,137.12562,0.0211,3.794,2.60E+02,2.96,1067,306.75,65.6,5887,3.938,1.843,292.92914,48.60281,12.935
237,7767559,K00895.01,,FALSE POSITIVE,FALSE POSITIVE,4.409409352,171.894261,0.0206,3.87796,1.39E+04,11.39,1101,347.06,732.5,5600,4.368,0.975,296.41019,43.455391,15.403
238,7825899,K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,16.23946714,175.570172,0.0466,4.0503,2.73E+03,4.22,591,28.75,125,5130,4.564,0.837,293.0614,43.58136,15.258
239,7825899,K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,6.308203234,174.047424,0.4164,3.0266,1.45E+03,3.16,810,101.52,92.2,5130,4.564,0.837,293.0614,43.58136,15.258
240,7849854,K00897.01,,CANDIDATE,CANDIDATE,2.052349905,169.8906293,0.4055,2.0801,1.57E+04,13.38,1495,1181.14,1072.5,6015,4.454,1.051,299.56189,43.503559,15.257
241,7870390,K00898.01,Kepler-83 b,CONFIRMED,CANDIDATE,9.77045194,175.71348,0.0447,2.4764,2.12E+03,2.37,459,10.46,54.5,3893,4.738,0.52,282.23251,43.66563,15.777
242,7870390,K00898.02,Kepler-83 d,CONFIRMED,CANDIDATE,5.169809946,172.63037,0.4352,2.1723,1.18E+03,1.81,567,24.43,44.6,3893,4.738,0.52,282.23251,43.66563,15.777
243,5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,21.22258525,137.57492,0.0266,6.4913,3.60E+02,2.5,774,84.98,115,5952,4.212,1.323,290.39273,40.28487,12.365
244,7870390,K00898.03,Kepler-83 c,CONFIRMED,CANDIDATE,20.09020088,147.97695,0.2174,3.5881,1.58E+03,2.06,361,4.01,38.3,3893,4.738,0.52,282.23251,43.66563,15.777
245,7907423,K00899.01,Kepler-249 c,CONFIRMED,CANDIDATE,7.11372736,174.32467,0.6313,2.1518,8.38E+02,1.27,435,8.43,46,3568,4.835,0.42,296.98505,43.65852,15.234
246,7907423,K00899.02,Kepler-249 b,CONFIRMED,CANDIDATE,3.306548978,134.37266,0.7962,1.8304,5.44E+02,1.09,561,23.35,38.5,3568,4.835,0.42,296.98505,43.65852,15.234
247,7907423,K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,15.36843606,147.38979,0.2579,2.4837,8.41E+02,1.21,336,3.02,35.8,3568,4.835,0.42,296.98505,43.65852,15.234
248,7938496,K00900.01,,CANDIDATE,CANDIDATE,13.81020094,172.33612,0.7755,3.0224,1.44E+03,4.75,833,113.75,45,5942,4.327,1.142,281.96063,43.70311,15.425
249,8490993,K00911.01,,CANDIDATE,CANDIDATE,4.093573252,171.00987,0.1554,2.2856,6.02E+02,2.46,1182,461.07,36.7,6077,4.471,0.999,290.26328,44.55645,15.399
250,8490993,K00911.02,,CANDIDATE,CANDIDATE,105.144749,178.3666,0.4834,7.239,7.05E+02,2.71,401,6.09,18.9,6077,4.471,0.999,290.26328,44.55645,15.399
251,8505670,K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,10.84844792,171.80558,0.1377,2.9596,1.74E+03,2.38,500,14.78,113.9,4208,4.681,0.59,295.57935,44.545959,15.058
252,8505670,K00912.02,Kepler-252 b,CONFIRMED,CANDIDATE,6.66834872,137.43749,0.3051,1.912,4.29E+02,1.2,588,28.25,14.3,4208,4.681,0.59,295.57935,44.545959,15.058
253,8544996,K00913.01,,CANDIDATE,CANDIDATE,4.082275068,169.6375295,0.0101,3.23796,1.88E+04,10.85,1019,254.43,1856.3,5649,4.573,0.797,284.83047,44.658138,15.198
254,8552202,K00914.01,,CANDIDATE,CANDIDATE,3.886651442,169.73908,0.6413,3.1809,6.15E+02,1.92,1009,245.32,48.3,5654,4.607,0.737,288.72665,44.60751,15.371
255,8150320,K00904.03,Kepler-55 c,CONFIRMED,CANDIDATE,42.1412664,139.05827,1.3499,7.891,1.21E+03,27.87,356,3.81,28.8,4505,4.61,0.658,285.16833,44.026459,15.791
256,8150320,K00904.04,Kepler-55 e,CONFIRMED,CANDIDATE,4.61746693,135.05229,0.6,2.1993,4.93E+02,1.51,744,72.56,24,4505,4.61,0.658,285.16833,44.026459,15.791
257,8150320,K00904.05,Kepler-55 f,CONFIRMED,CANDIDATE,10.19851808,137.92008,0.5496,2.473,5.68E+02,1.6,572,25.25,19.9,4505,4.61,0.658,285.16833,44.026459,15.791
258,8180063,K00905.01,,FALSE POSITIVE,FALSE POSITIVE,5.795061419,172.697895,0.9438,3.216,1.87E+03,4.63,957,198.46,124.5,5887,4.559,0.837,296.50754,44.036072,15.289
259,8226994,K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,7.15681773,174.13492,0.2683,2.5918,9.49E+02,2.41,773,84.6,47.5,5162,4.566,0.795,289.59476,44.141949,15.46
260,8226994,K00906.02,Kepler-250 d,CONFIRMED,CANDIDATE,17.64830992,133.54565,0.0816,2.0201,8.23E+02,2.23,573,25.42,22.4,5162,4.566,0.795,289.59476,44.141949,15.46
261,8226994,K00906.03,Kepler-250 b,CONFIRMED,CANDIDATE,4.14808732,133.39145,0.5212,2.459,2.04E+02,1.16,928,175.04,13.5,5162,4.566,0.795,289.59476,44.141949,15.46
262,8247638,K00907.01,Kepler-251 c,CONFIRMED,CANDIDATE,16.5141282,176.11566,0.1148,4.1189,1.13E+03,3.59,762,79.78,56.6,5883,4.35,1.074,296.56622,44.105862,15.223
263,8247638,K00907.02,Kepler-251 d,CONFIRMED,CANDIDATE,30.1329303,190.38333,0.8542,5.214,1.20E+03,4.25,624,35.78,49,5883,4.35,1.074,296.56622,44.105862,15.223
264,8247638,K00907.03,Kepler-251 b,CONFIRMED,CANDIDATE,4.79091735,136.30742,0.0148,2.714,2.84E+02,1.8,1151,414.79,21,5883,4.35,1.074,296.56622,44.105862,15.223
265,11086270,K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,31.71982498,142.82066,0.0971,4.8194,3.71E+02,3.54,786,90.37,62.6,5887,3.938,1.843,292.92914,48.60281,12.935
266,8247638,K00907.04,Kepler-251 e,CONFIRMED,CANDIDATE,99.6409653,198.68981,0.6694,4.439,1.18E+03,3.89,419,7.26,22.7,5883,4.35,1.074,296.56622,44.105862,15.223
267,8255887,K00908.01,,CANDIDATE,CANDIDATE,4.708326542,171.44652,0.0078,3.17455,8.68E+03,11.1,1162,431.02,647.9,5560,4.246,1.21,298.63565,44.17094,15.113
268,8256049,K00909.01,,FALSE POSITIVE,FALSE POSITIVE,16.3719521,172.759675,1.3307,3.5184,5.91E+03,27.78,438,8.71,100.8,4187,4.656,0.592,298.67862,44.175499,15.654
269,8414716,K00910.01,,CANDIDATE,CANDIDATE,5.392025388,171.727421,0.2686,2.981,1.22E+03,2.76,851,123.92,78.3,5192,4.583,0.802,284.43051,44.48053,15.651
270,9140402,K00928.01,,CANDIDATE,CANDIDATE,2.494169646,170.853649,0.9641,1.7113,8.71E+02,3.34,1200,490.89,66.2,5575,4.558,0.834,284.75943,45.599129,15.251
271,9141746,K00929.01,,CANDIDATE,CANDIDATE,6.491684259,174.633477,0.5336,4.3164,7.83E+03,10.3,1073,313.64,503.9,6116,4.393,1.13,285.55481,45.578861,15.649
272,9159275,K00930.01,,FALSE POSITIVE,FALSE POSITIVE,3.044770981,172.01955,1.2333,9.6165,2.06E+03,23.54,1075,316.25,218.7,5513,4.599,0.753,293.68494,45.51683,15.621
273,9166862,K00931.01,,CANDIDATE,CANDIDATE,3.855603551,170.6788861,0.0007,3.20969,1.75E+04,13.75,1211,507.94,1411.1,6028,4.459,1.047,296.39316,45.568562,15.272
274,9166870,K00932.01,,FALSE POSITIVE,FALSE POSITIVE,3.855598409,170.679968,0.7765,3.0705,1.18E+03,3.64,1158,425.74,110.3,5936,4.501,0.965,296.39542,45.56992,15.054
275,11449844,K00125.01,,CANDIDATE,CANDIDATE,38.47875707,151.853006,0.0154,5.05845,2.42E+04,13.44,484,13.01,1573.8,5510,4.539,0.879,288.90222,49.370491,13.779
